blind_id,task,repeat,condition,round,source,brief_intent_alignment,clarity_information_hierarchy,visual_system_craft,expressiveness_distinctiveness,overall
TG14_I054,ab000014,2,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000014/candidates/r3.png,76,73,81,74,78
TG14_I055,ab000014,1,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000014/candidates/r3.png,75,78,73,82,78
TG14_I056,ab000014,2,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/CEN_MAD/problems/ab000014/candidates/r5.png,79,75,78,75,81
TG14_I057,ab000014,1,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000014/candidates/r1.png,74,72,80,74,77
TG14_I058,ab000014,0,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/FUSED/problems/ab000014/candidates/r3.png,79,75,78,81,72
TG14_I059,ab000014,2,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/CEN_MAD/problems/ab000014/candidates/r2.png,83,82,80,84,81
TG14_I060,ab000014,0,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/AXES/problems/ab000014/candidates/r4.png,75,78,81,82,73
TG14_I061,ab000014,1,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000014/candidates/r5.png,80,75,82,75,72
TG14_I062,ab000014,1,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/SELF/problems/ab000014/candidates/r3.png,81,81,79,84,81
TG14_I063,ab000014,2,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000014/candidates/r4.png,83,77,83,82,77
TG14_I064,ab000014,0,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/CEN_MAD/problems/ab000014/candidates/r3.png,73,77,80,76,71
TG14_I065,ab000014,1,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/FUSED/problems/ab000014/candidates/r2.png,80,81,75,78,74
TG14_I066,ab000014,2,AXES,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000014/candidates/r1.png,82,82,83,84,75
TG14_I067,ab000014,2,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/MAD/problems/ab000014/candidates/r2.png,75,73,77,80,71
TG14_I068,ab000014,2,SELF,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/SELF/problems/ab000014/candidates/r2.png,78,80,82,83,74
TG14_I069,ab000014,0,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/MAD/problems/ab000014/candidates/r4.png,76,73,74,74,76
TG14_I070,ab000014,1,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/AXES/problems/ab000014/candidates/r2.png,78,74,82,75,72
TG14_I071,ab000014,1,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000014/candidates/r1.png,79,80,75,83,72
TG14_I072,ab000014,1,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000014/candidates/r2.png,80,75,79,81,72
TG14_I073,ab000014,0,FUSED,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/FUSED/problems/ab000014/candidates/r5.png,77,79,78,83,80
TG14_I074,ab000014,0,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/MAD/problems/ab000014/candidates/r2.png,80,81,75,84,79
TG14_I075,ab000014,0,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/MAD/problems/ab000014/candidates/r3.png,81,81,75,78,74
TG14_I076,ab000014,1,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000014/candidates/r3.png,80,75,79,81,76
TG14_I077,ab000014,0,AXES,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/AXES/problems/ab000014/candidates/r5.png,78,80,78,78,78
TG14_I078,ab000014,1,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000014/candidates/r5.png,82,82,76,84,72
TG15_I001,ab000015,2,FUSED,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/FUSED/problems/ab000015/candidates/r1.png,59,55,55,61,55
TG15_I002,ab000015,2,FUSED,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/FUSED/problems/ab000015/candidates/r4.png,58,60,59,64,57
TG15_I003,ab000015,1,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/AXES/problems/ab000015/candidates/r3.png,57,54,58,55,61
TG15_I004,ab000015,1,FUSED,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/FUSED/problems/ab000015/candidates/r4.png,64,63,57,65,54
TG15_I005,ab000015,1,SELF,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/SELF/problems/ab000015/candidates/r1.png,64,63,64,65,56
TG15_I006,ab000015,2,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/MAD/problems/ab000015/candidates/r5.png,63,57,60,57,62
TG15_I007,ab000015,2,SELF,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/SELF/problems/ab000015/candidates/r1.png,63,57,57,62,56
TG15_I008,ab000015,1,SELF,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/SELF/problems/ab000015/candidates/r2.png,59,61,59,64,57
TG15_I009,ab000015,2,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000015/candidates/r2.png,56,54,54,61,54
TG15_I010,ab000015,0,FUSED,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/FUSED/problems/ab000015/candidates/r1.png,56,59,62,63,59
TG15_I011,ab000015,0,FUSED,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/FUSED/problems/ab000015/candidates/r5.png,64,58,57,63,56
TG15_I012,ab000015,1,R0,0,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/R0/problems/ab000015/candidates/r0.png,57,60,58,64,61
TG15_I013,ab000015,0,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/MAD/problems/ab000015/candidates/r5.png,55,59,58,58,58
TG15_I014,ab000015,0,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/AXES/problems/ab000015/candidates/r2.png,62,57,60,62,58
TG15_I015,ab000015,0,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/AXES/problems/ab000015/candidates/r4.png,60,61,59,59,55
TG15_I016,ab000015,1,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/FUSED/problems/ab000015/candidates/r2.png,62,57,60,57,62
TG15_I017,ab000015,2,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/FUSED/problems/ab000015/candidates/r2.png,60,56,59,62,53
TG15_I018,ab000015,1,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/AXES/problems/ab000015/candidates/r2.png,62,57,56,62,60
TG15_I019,ab000015,0,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/MAD/problems/ab000015/candidates/r4.png,57,54,62,55,59
TG15_I020,ab000015,1,AXES,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/AXES/problems/ab000015/candidates/r5.png,58,60,59,58,55
TG15_I021,ab000015,1,FUSED,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/FUSED/problems/ab000015/candidates/r1.png,56,54,62,61,56
TG15_I022,ab000015,1,SELF,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/SELF/problems/ab000015/candidates/r5.png,60,56,56,62,59
TG15_I023,ab000015,0,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/MAD/problems/ab000015/candidates/r1.png,58,60,55,58,61
TG15_I024,ab000015,2,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/FUSED/problems/ab000015/candidates/r3.png,56,54,58,55,61
TG15_I025,ab000015,2,SELF,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/SELF/problems/ab000015/candidates/r4.png,54,53,54,55,52
TG15_I026,ab000015,0,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/CEN_MAD/problems/ab000015/candidates/r1.png,57,54,55,61,54
TG15_I027,ab000015,0,SELF,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/SELF/problems/ab000015/candidates/r4.png,60,61,63,59,53
TG15_I028,ab000015,1,FUSED,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/FUSED/problems/ab000015/candidates/r5.png,61,62,56,65,60
TG15_I029,ab000015,0,AXES,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/AXES/problems/ab000015/candidates/r5.png,54,53,61,60,56
TG15_I030,ab000015,1,SELF,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/SELF/problems/ab000015/candidates/r4.png,57,60,58,58,54
TG15_I031,ab000015,0,R0,0,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/R0/problems/ab000015/candidates/r0.png,60,56,63,62,57
TG15_I032,ab000015,2,SELF,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/SELF/problems/ab000015/candidates/r2.png,56,54,54,61,54
TG15_I033,ab000015,1,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000015/candidates/r2.png,59,61,63,64,55
TG15_I034,ab000015,2,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/SELF/problems/ab000015/candidates/r3.png,64,63,57,65,54
TG15_I035,ab000015,0,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/SELF/problems/ab000015/candidates/r3.png,56,59,54,63,59
TG15_I036,ab000015,2,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/MAD/problems/ab000015/candidates/r2.png,61,62,60,65,62
TG15_I037,ab000015,2,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/MAD/problems/ab000015/candidates/r1.png,56,54,54,55,56
TG15_I038,ab000015,1,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000015/candidates/r5.png,57,60,62,58,52
TG15_I039,ab000015,1,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000015/candidates/r3.png,54,53,54,60,58
TG15_I040,ab000015,0,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/AXES/problems/ab000015/candidates/r3.png,63,63,57,65,53
TG15_I041,ab000015,2,AXES,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000015/candidates/r5.png,58,55,55,61,59
TG15_I042,ab000015,2,SELF,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/SELF/problems/ab000015/candidates/r5.png,61,56,56,56,57
TG15_I043,ab000015,2,AXES,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000015/candidates/r1.png,58,55,62,56,59
TG15_I044,ab000015,0,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/FUSED/problems/ab000015/candidates/r3.png,57,54,58,61,57
TG15_I045,ab000015,1,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000015/candidates/r2.png,38,41,44,40,38
TG15_I046,ab000015,0,FUSED,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/FUSED/problems/ab000015/candidates/r4.png,60,61,56,64,59
TG15_I047,ab000015,0,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/CEN_MAD/problems/ab000015/candidates/r3.png,62,62,60,65,62
TG15_I048,ab000015,1,AXES,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/AXES/problems/ab000015/candidates/r1.png,63,57,64,62,62
TG15_I049,ab000015,2,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/CEN_MAD/problems/ab000015/candidates/r3.png,57,54,55,55,52
TG15_I050,ab000015,2,FUSED,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/FUSED/problems/ab000015/candidates/r5.png,54,53,61,55,52
TG15_I051,ab000015,2,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/MAD/problems/ab000015/candidates/r3.png,55,59,54,58,61
TG15_I052,ab000015,1,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000015/candidates/r1.png,56,59,62,58,56
TG15_I053,ab000015,2,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/MAD/problems/ab000015/candidates/r4.png,64,63,61,65,58
TG15_I054,ab000015,2,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/CEN_MAD/problems/ab000015/candidates/r5.png,55,53,61,55,58
TG15_I055,ab000015,2,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/CEN_MAD/problems/ab000015/candidates/r2.png,38,36,40,43,34
TG15_I056,ab000015,2,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000015/candidates/r4.png,55,59,54,58,61
TG15_I057,ab000015,0,SELF,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/SELF/problems/ab000015/candidates/r1.png,56,54,54,55,56
TG15_I058,ab000015,0,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/CEN_MAD/problems/ab000015/candidates/r5.png,63,63,64,60,58
TG15_I059,ab000015,1,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000015/candidates/r3.png,43,44,42,41,42
TG15_I060,ab000015,1,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/FUSED/problems/ab000015/candidates/r3.png,55,53,61,55,58
TG15_I061,ab000015,2,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000015/candidates/r3.png,62,62,60,65,62
TG15_I062,ab000015,0,SELF,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/SELF/problems/ab000015/candidates/r2.png,54,58,61,63,58
TG15_I063,ab000015,0,AXES,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/AXES/problems/ab000015/candidates/r1.png,63,57,60,62,58
TG15_I064,ab000015,1,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/AXES/problems/ab000015/candidates/r4.png,63,57,60,62,58
TG15_I065,ab000015,1,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000015/candidates/r5.png,58,60,62,58,57
TG15_I066,ab000015,0,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/CEN_MAD/problems/ab000015/candidates/r4.png,63,63,60,60,60
TG15_I067,ab000015,0,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/FUSED/problems/ab000015/candidates/r2.png,63,63,60,65,62
TG15_I068,ab000015,0,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/CEN_MAD/problems/ab000015/candidates/r2.png,56,59,58,58,59
TG15_I069,ab000015,2,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/CEN_MAD/problems/ab000015/candidates/r1.png,64,63,61,60,56
TG15_I070,ab000015,2,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/CEN_MAD/problems/ab000015/candidates/r4.png,63,57,57,62,60
TG15_I071,ab000015,1,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/SELF/problems/ab000015/candidates/r3.png,55,59,54,58,61
TG15_I072,ab000015,1,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000015/candidates/r4.png,54,58,54,63,52
TG15_I073,ab000015,0,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/MAD/problems/ab000015/candidates/r3.png,64,58,57,57,54
TG15_I074,ab000015,1,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000015/candidates/r4.png,43,44,38,41,37
TG15_I075,ab000015,0,SELF,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/SELF/problems/ab000015/candidates/r5.png,56,59,54,58,61
TG15_I076,ab000015,0,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/MAD/problems/ab000015/candidates/r2.png,63,63,64,60,58
TG15_I077,ab000015,2,R0,0,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/R0/problems/ab000015/candidates/r0.png,54,53,54,60,58
TG15_I078,ab000015,1,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000015/candidates/r1.png,56,54,62,55,52
TG16_I001,ab000016,1,CEN_MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000016/candidates/r5.png,38,34,34,40,38
TG16_I002,ab000016,2,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000016/candidates/r3.png,51,55,58,54,49
TG16_I003,ab000016,2,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/MAD/problems/ab000016/candidates/r2.png,60,54,54,54,50
TG16_I004,ab000016,1,AXES,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/AXES/problems/ab000016/candidates/r3.png,55,52,59,53,56
TG16_I005,ab000016,1,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/FUSED/problems/ab000016/candidates/r3.png,39,35,42,35,32
TG16_I006,ab000016,2,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/SELF/problems/ab000016/candidates/r3.png,57,58,56,56,52
TG16_I007,ab000016,1,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000016/candidates/r1.png,38,34,42,35,32
TG16_I008,ab000016,1,CEN_MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000016/candidates/r3.png,57,58,60,56,50
TG16_I009,ab000016,2,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000016/candidates/r2.png,57,53,53,53,54
TG16_I010,ab000016,2,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/MAD/problems/ab000016/candidates/r5.png,53,51,51,52,49
TG16_I011,ab000016,1,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/FUSED/problems/ab000016/candidates/r2.png,55,57,59,55,54
TG16_I012,ab000016,1,AXES,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/AXES/problems/ab000016/candidates/r2.png,60,60,57,57,53
TG16_I013,ab000016,1,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000016/candidates/r2.png,40,41,35,38,41
TG16_I014,ab000016,2,SELF,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/SELF/problems/ab000016/candidates/r5.png,58,53,57,59,54
TG16_I015,ab000016,0,SELF,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/SELF/problems/ab000016/candidates/r3.png,58,59,53,56,52
TG16_I016,ab000016,1,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/CEN_MAD/problems/ab000016/candidates/r4.png,34,32,33,34,31
TG16_I017,ab000016,1,SELF,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/SELF/problems/ab000016/candidates/r5.png,61,55,58,60,51
TG16_I018,ab000016,1,MAD,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000016/candidates/r3.png,43,42,40,39,39
TG16_I019,ab000016,1,SELF,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/SELF/problems/ab000016/candidates/r1.png,58,53,57,59,50
TG16_I020,ab000016,2,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/AXES/problems/ab000016/candidates/r4.png,61,55,61,54,51
TG16_I021,ab000016,0,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/FUSED/problems/ab000016/candidates/r2.png,61,55,61,54,51
TG16_I022,ab000016,1,AXES,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/AXES/problems/ab000016/candidates/r5.png,58,53,60,59,54
TG16_I023,ab000016,2,SELF,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/SELF/problems/ab000016/candidates/r4.png,57,58,56,56,52
TG16_I024,ab000016,0,R0,0,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/R0/problems/ab000016/candidates/r0.png,52,50,58,57,53
TG16_I025,ab000016,0,FUSED,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/FUSED/problems/ab000016/candidates/r1.png,57,53,53,53,50
TG16_I026,ab000016,0,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/MAD/problems/ab000016/candidates/r5.png,51,55,51,60,49
TG16_I027,ab000016,0,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/CEN_MAD/problems/ab000016/candidates/r4.png,58,59,60,56,54
TG16_I028,ab000016,2,CEN_MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/CEN_MAD/problems/ab000016/candidates/r4.png,51,50,58,57,57
TG16_I029,ab000016,1,MAD,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000016/candidates/r4.png,37,34,34,40,34
TG16_I030,ab000016,0,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_0/shards/c/MAD/problems/ab000016/candidates/r1.png,51,55,54,54,51
TG16_I031,ab000016,2,FUSED,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/FUSED/problems/ab000016/candidates/r2.png,56,52,56,53,52
TG16_I032,ab000016,2,FUSED,3,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/FUSED/problems/ab000016/candidates/r3.png,53,56,55,60,53
TG16_I033,ab000016,2,MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/MAD/problems/ab000016/candidates/r1.png,52,56,51,60,49
TG16_I034,ab000016,2,SELF,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/SELF/problems/ab000016/candidates/r1.png,59,59,53,62,50
TG16_I035,ab000016,1,FUSED,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/FUSED/problems/ab000016/candidates/r5.png,37,34,41,40,40
TG16_I036,ab000016,1,AXES,4,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/AXES/problems/ab000016/candidates/r4.png,54,51,55,58,54
TG16_I037,ab000016,1,MAD,5,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000016/candidates/r5.png,38,40,42,38,32
TG16_I038,ab000016,2,CEN_MAD,1,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/CEN_MAD/problems/ab000016/candidates/r1.png,54,51,52,58,51
TG16_I039,ab000016,1,MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_1/shards/c/MAD/problems/ab000016/candidates/r2.png,60,60,61,62,53
TG16_I040,ab000016,2,CEN_MAD,2,results_b200_2/intent4_qwen36_27b_tasks13_30_3seed_5r/repeat_2/shards/c/CEN_MAD/problems/ab000016/candidates/r2.png,52,50,55,57,53
